Rank,Last Name,display,Initials,Conflict,Status,Service,Unit,Campaign,Gender,Decorations,Serv.No,Notes,Memorial,Memorial id,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8
,Tonking,L Tonking,L,World War 1,,,,,,,,,17,13,,,,,,,,
,Turnbull,W A Turnbull,W A,World War 1,,,,,,,,,17,13,,,,,,,,
,Turner,A G Turner,A G,World War 1,,,,,,,,,17,13,,,,,,,,
,Tyler,E M Tyler,E M,World War 1,Wounded,,,,,Decorated,,,17,13,,,,,,,,
,Vickery,H A Vickery,H A,World War 1,,,,,,,,,17,13,,,,,,,,
,Vyner,C J Vyner,C J,World War 1,Died on service,,,,,,,,17,13,,,,,,,,
,Warden,C A Warden,C A,World War 1,Died on service,,,,,,,,17,13,,,,,,,,
,Warden,L Warden,L,World War 1,,,,,,,,,17,13,,,,,,,,
,Watt,N Watt,N,World War 1,,,,,,,,,17,13,,,,,,,,
,Welch,J B StVincent Welch,J B StVincent,World War 1,Wounded,,,,,Decorated,,,17,13,,,,,,,,
,Wetton,E A Wetton,E A,World War 1,Wounded,,,,,,,,17,13,,,,,,,,
,Wilkinson,H Wilkinson,H,World War 1,Wounded,,,,,,,,17,13,,,,,,,,
,Wood,F G Wood,F G,World War 1,,,,,,,,,17,13,,,,,,,,
,Wood,H V Wood,H V,World War 1,,,,,,,,,17,13,,,,,,,,
,Woolson,F E Woolson,F E,World War 1,Wounded,,,,,,,,17,13,,,,,,,,
,Wyatt,J W Wyatt,J W,World War 1,Died on service,,,,,,,,17,13,,,,,,,,
,Yates,E E Yates,E E,World War 1,,,,,,,,,17,13,,,,,,,,
,Young,G Young,G,World War 1,,,,,,,,,17,13,,,,,,,,
Lieut,Booth,Norman Booth,Norman,World War 1,Killed in action,AIF,18th Battalion,,male,,,Killed in action November 6 [?] 1916,14,10,,,,,,,,
Lieut,Semple,F H Semple,F H,World War 1,Killed in action,AIF,18th Battalion,,male,,,[text in photo not readable],14,10,,,,,,,,
,Ackland,R C Ackland,R C,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Adams,V R Adams,V R,World War 1,,,,,,,,,9,1,,,,,,,,
,Agutter,A E Agutter,A E,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Aiken,E Aiken,E,World War 1,,,,,,,,,9,1,,,,,,,,
,Aird,I McD Aird,I McD,World War 1,,,,,,,,,9,1,,,,,,,,
,Akers,F W Akers,F W,World War 1,,,,,,,,,9,1,,,,,,,,
,Alcock,H F Alcock,H F,World War 1,,,,,,,,,9,1,,,,,,,,
,Alderson,F J Alderson,F J,World War 1,,,,,,,,,9,1,,,,,,,,
,Alderson,J D Alderson,J D,World War 1,,,,,,,,,9,1,,,,,,,,
,Alford,G B Alford,G B,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Alldritt,R Alldritt,R,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Alldritt,R G Alldritt,R G,World War 1,,,,,,,,,9,1,,,,,,,,
,Alldritt,N D Alldritt,N D,World War 1,,,,,,,,,9,1,,,,,,,,
,Allen,C F Allen,C F,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Allen,J H Allen,J H,World War 1,,,,,,,,,9,1,,,,,,,,
,Allen,J W Allen,J W,World War 1,,,,,,,,,9,1,,,,,,,,
,Allen,R S Allen,R S,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Allen,W H Allen,W H,World War 1,,,,,,,,,9,1,,,,,,,,
,Allerton,J P Allerton,J P,World War 1,,,,,,,,,9,1,,,,,,,,
,Allport,J M Allport,J M,World War 1,,,,,,,,,9,1,,,,,,,,
,Allport,R D Allport,R D,World War 1,,,,,,,,,9,1,,,,,,,,
,Allrich,F N Allrich,F N,World War 1,,,,,,,,,9,1,,,,,,,,
,Allsop,W J A Allsop,W J A,World War 1,,,,,,,,,9,1,,,,,,,,
,Anderson,D S Anderson,D S,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Andrew,A J F Andrew,A J F,World War 1,,,,,,,,,9,1,,,,,,,,
,Angles,J N Angles,J N,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Archer,E R Archer,E R,World War 1,,,,,,,,,9,1,,,,,,,,
,Armitage,C H Armitage,C H,World War 1,,,,,,,,,9,1,,,,,,,,
,Armstrong,H E Armstrong,H E,World War 1,,,,,,,,,9,1,,,,,,,,
,Arnold,B S Arnold,B S,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Arnott,F Arnott,F,World War 1,,,,,,,,,9,1,,,,,,,,
,Arthur,B M Arthur,B M,World War 1,,,,,,,,,9,1,,,,,,,,
,Arthur.,G D Arthur.,G D,World War 1,,,,,,,,,9,1,,,,,,,,
Nurse,Ashdown,M Ashdown,M,World War 1,,,,,,,,,9,1,,,,,,,,
,Ashdown,C Ashdown,C,World War 1,,,,,,,,,9,1,,,,,,,,
,Ashdown,C P Ashdown,C P,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Ashdown,E A Ashdown,E A,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Ashdown,E E Ashdown,E E,World War 1,,,,,,,,,9,1,,,,,,,,
,Asioli,L Asioli,L,World War 1,,,,,,,,,9,1,,,,,,,,
,Atherton,J J Atherton,J J,World War 1,,,,,,,,,9,1,,,,,,,,
,Audsley,H W Audsley,H W,World War 1,,,,,,,,,9,1,,,,,,,,
,Austin,A H Austin,A H,World War 1,,,,,,,,,9,1,,,,,,,,
,Averill,C E Averill,C E,World War 1,,,,,,,,,9,1,,,,,,,,
,Axtens,H R Axtens,H R,World War 1,,,,,,,,,9,1,,,,,,,,
,Axtens,J W Axtens,J W,World War 1,,,,,,,,,9,1,,,,,,,,
,Ayers,D S Ayers,D S,World War 1,,,,,,,,,9,1,,,,,,,,
,Baldwin,J Baldwin,J,World War 1,,,,,,,,,9,1,,,,,,,,
,Ball,W S Ball,W S,World War 1,,,,,,,,,9,1,,,,,,,,
,Balzen,L E Balzen,L E,World War 1,,,,,,,,,9,1,,,,,,,,
,Barber,C Barber,C,World War 1,,,,,,,,,9,1,,,,,,,,
,Barker,D C Barker,D C,World War 1,,,,,,,,,9,1,,,,,,,,
,Barnes,A E Barnes,A E,World War 1,,,,,,,,,9,1,,,,,,,,
,Barry,A S Barry,A S,World War 1,,,,,,,,,9,1,,,,,,,,
,Barry,L H Barry,L H,World War 1,,,,,,,,,9,1,,,,,,,,
,Bartholomew,A N Bartholomew,A N,World War 1,,,,,,,,,9,1,,,,,,,,
,Bartlett,D J Bartlett,D J,World War 1,,,,,,,,,9,1,,,,,,,,
,Barton,H F Barton,H F,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
Nurse,Bass,M M C Bass,M M C,World War 1,,,,,,,,,9,1,,,,,,,,
,Bass,C E Bass,C E,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Bass,S F Bass,S F,World War 1,,,,,,,,,9,1,,,,,,,,
,Batten,C V Batten,C V,World War 1,,,,,,,,,9,1,,,,,,,,
,Bayley,R Bayley,R,World War 1,,,,,,,,,9,1,,,,,,,,
,Beckett,L A V Beckett,L A V,World War 1,,,,,,,,,9,1,,,,,,,,
,Beckhaus,T Beckhaus,T,World War 1,,,,,,,,,9,1,,,,,,,,
,Beeson,A W Beeson,A W,World War 1,,,,,,,,,9,1,,,,,,,,
,Begg,A Begg,A,World War 1,,,,,,,,,9,1,,,,,,,,
,Begg,C E Begg,C E,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Bell,S H Bell,S H,World War 1,,,,,,,,,9,1,,,,,,,,
,Bennett,E A Bennett,E A,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Bennett,L C Bennett,L. C.,World War 1,,,,,,,,,9,1,,,,,,,,
,Bennetts,A V Bennetts,A V,World War 1,,,,,,,,,9,1,,,,,,,,
,Berry,G H M Berry,G H M,World War 1,,,,,,,,,9,1,,,,,,,,
,Best,R W Best,R W,World War 1,,,,,,,,,9,1,,,,,,,,
,Betts,S F Betts,S. F.,World War 1,,,,,,,,,9,1,,,,,,,,
,Bindon,R C Bindon,R. C.,World War 1,,,,,,,,,9,1,,,,,,,,
,Bishop,E E Bishop,E E,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Bishop,J L Bishop,J L,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Blacket,A R Blacket,A R,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Blacklow,A C Blacklow,A. C.,World War 1,,,,,,,,,9,1,,,,,,,,
,Blacklow,J Blacklow,J.,World War 1,,,,,,,,,9,1,,,,,,,,
,Blackmore,E F Blackmore,E. F.,World War 1,,,,,,,,,9,1,,,,,,,,
,Blackmore,W C Blackmore,W C,World War 1,,,,,,,,,9,1,,,,,,,,
,Blackstone,J F Blackstone,J F,World War 1,,,,,,,,,9,1,,,,,,,,
,Blakeman,P A Blakeman,P A,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Blower,W E Blower,W. E.,World War 1,,,,,,,,,9,1,,,,,,,,
,Bolton,A F Bolton,A. F.,World War 1,,,,,,,,,9,1,,,,,,,,
,Bono,D J Bono,D. J.,World War 1,,,,,,,,,9,1,,,,,,,,
,Boone,C A Boone,C A,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Boone,L J Boone,L. J.,World War 1,,,,,,,,,9,1,,,,,,,,
,Boot,L V Boot,L. V.,World War 1,,,,,,,,,9,1,,,,,,,,
,Booth,N W Booth,N W,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Bourne,F E Bourne,F. E.,World War 1,,,,,,,,,9,1,,,,,,,,
,Bourne,H A Bourne,H. A.,World War 1,,,,,,,,,9,1,,,,,,,,
,Bowers,W H Bowers,W. H.,World War 1,,,,,,,,,9,1,,,,,,,,
,Bowman,J Bowman,J.,World War 1,,,,,,,,,9,1,,,,,,,,
,Boyden,F A S Boyden,F. A. S.,World War 1,,,,,,,,,9,1,,,,,,,,
,Boyden,N L Boyden,N. L.,World War 1,,,,,,,,,9,1,,,,,,,,
,Boyden,P M Boyden,P. M.,World War 1,,,,,,,,,9,1,,,,,,,,
,Boyden,R H Boyden,R. H.,World War 1,,,,,,,,,9,1,,,,,,,,
,Bradridge,R C Bradridge,R C,World War 1,,,,,,,,,9,1,,,,,,,,
,Brady,F C Brady,F C,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Brady,G A P Brady,G A P,World War 1,,,,,,,,,9,1,,,,,,,,
,Brady,S H Brady,S H,World War 1,,,,,,,,,9,1,,,,,,,,
,Brears,N F Brears,N F,World War 1,,,,,,,,,9,1,,,,,,,,
,Bright,G A Bright,G A,World War 1,,,,,,,,,9,1,,,,,,,,
,Broadbent,A C V Broadbent,A C V,World War 1,,,,,,,,,9,1,,,,,,,,
,Broadbent,G A Broadbent,G A,World War 1,,,,,,,,,9,1,,,,,,,,
,Broadbent,H J Broadbent,H J,World War 1,,,,,,,,,9,1,,,,,,,,
,Brodie,R L Brodie,R L,World War 1,,,,,,,,,9,1,,,,,,,,
,Brooks,H R Brooks,H R,World War 1,,,,,,,,,9,1,,,,,,,,
,Brophy,J Brophy,J,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Brothers,W H Brothers,W H,World War 1,,,,,,,,,9,1,,,,,,,,
,Brown,A L Brown,A L,World War 1,,,,,,,,,9,1,,,,,,,,
,Brown,J W Brown,J W,World War 1,,,,,,,,,9,1,,,,,,,,
,Brown,O B Brown,O B,World War 1,,,,,,,,,9,1,,,,,,,,
,Brown,R H Brown,R H,World War 1,,,,,,,,,9,1,,,,,,,,
,Brown,W Brown,W,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Browne,A E Browne,A E,World War 1,,,,,,,,,9,1,,,,,,,,
,Browne,G P Browne,G P,World War 1,,,,,,,,,9,1,,,,,,,,
,Brownlow,H E Brownlow,H E,World War 1,,,,,,,,,9,1,,,,,,,,
,Brownlow,L R Brownlow,L R,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Bruce,R Bruce,R,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Bruce,R G Bruce,R G,World War 1,,,,,,,,,9,1,,,,,,,,
,Bryant,D A Bryant,D A,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Bryant,K H Bryant,K H,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Buchanan,A J Buchanan,A J,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Buckle,A R Buckle,A R,World War 1,,,,,,,,,9,1,,,,,,,,
,Buckman,A Buckman,A,World War 1,,,,,,,,,9,1,,,,,,,,
,Bull,E A Bull,E A,World War 1,,,,,,,,,9,1,,,,,,,,
,Bull,N H Bull,N H,World War 1,,,,,,,,,9,1,,,,,,,,
,Bull,R C Bull,R C,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Bullough,K J Bullough,K J,World War 1,,,,,,,,,9,1,,,,,,,,
,Burkitt,H W Burkitt,H W,World War 1,,,,,,,,,9,1,,,,,,,,
,Burlace,W H Burlace,W H,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Burman,S J Burman,S J,World War 1,,,,,,,,,9,1,,,,,,,,
,Burns,A G McL Burns,A G McL,World War 1,,,,,,,,,9,1,,,,,,,,
,Burrows,S D Burrows,S D,World War 1,,,,,,,,,9,1,,,,,,,,
,Burt,J H Burt,J H,World War 1,,,,,,,,,9,1,,,,,,,,
,Buttle,A Buttle,A,World War 1,,,,,,,,,9,1,,,,,,,,
,Button,T A Button,T A,World War 1,,,,,,,,,9,1,,,,,,,,
,Byrne,G R Byrne,G R,World War 1,,,,,,,,,9,1,,,,,,,,
,Byrne,L Byrne,L,World War 1,,,,,,,,,9,1,,,,,,,,
,Cains,A W Cains,A W,World War 1,,,,,,,,,9,1,,,,,,,,
,Caldwell,A E Caldwell,A E,World War 1,,,,,,,,,9,1,,,,,,,,
,Callaghan,P Callaghan,P,World War 1,,,,,,,,,9,1,,,,,,,,
,Caller,F C Caller,F C,World War 1,,,,,,,,,9,1,,,,,,,,
,Caller,J A Caller,J A,World War 1,,,,,,,,,9,1,,,,,,,,
,Callingham,G Callingham,G,World War 1,,,,,,,,,9,1,,,,,,,,
,Cambace,A S Cambace,A S,World War 1,,,,,,,,,9,1,,,,,,,,
,Cameron,A R Cameron,A R,World War 1,,,,,,,,,9,1,,,,,,,,
,Cameron,G C Cameron,G C,World War 1,,,,,,,,,9,1,,,,,,,,
,Cameron,H K Cameron,H K,World War 1,,,,,,,,,9,1,,,,,,,,
,Cameron,T D Cameron,T D,World War 1,,,,,,,,,9,1,,,,,,,,
,Campbell,D Campbell,D,World War 1,,,,,,,,,9,1,,,,,,,,
,Campbell,G Campbell,G,World War 1,,,,,,,,,9,1,,,,,,,,
,Campbell,G Mc I Campbell,G Mc I,World War 1,,,,,,,,,9,1,,,,,,,,
,Camplin,C J Camplin,C J,World War 1,,,,,,,,,9,1,,,,,,,,
,Cannon,R G Cannon,R G,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Cannon,W J Cannon,W J,World War 1,,,,,,,,,9,1,,,,,,,,
,Cansdell,C N Cansdell,C N,World War 1,,,,,,,,,9,1,,,,,,,,
,Carmody,J Carmody,J,World War 1,,,,,,,,,9,1,,,,,,,,
,Carney,H J Carney,H J,World War 1,,,,,,,,,9,1,,,,,,,,
,Carney,W G Carney,W G,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Carr,E Carr,E,World War 1,,,,,,,,,9,1,,,,,,,,
,Carroll,A I Carroll,A I,World War 1,,,,,,,,,9,1,,,,,,,,
,Carroll,S H Carroll,S H,World War 1,,,,,,,,,9,1,,,,,,,,
,Carroll,W B Carroll,W B,World War 1,,,,,,,,,9,1,,,,,,,,
,Carruthers,B M Carruthers,B M,World War 1,,,,,,,,,9,1,,,,,,,,
,Carruthers,J Carruthers,J,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Carter,T C Carter,T C,World War 1,,,,,,,,,9,1,,,,,,,,
,Carver,B W B Carver,B W B,World War 1,,,,,,,,,9,1,,,,,,,,
,Carver,D B Carver,D B,World War 1,,,,,,,,,9,1,,,,,,,,
,Carver,S D Carver,S D,World War 1,,,,,,,,,9,1,,,,,,,,
,Cashmore,J R Cashmore,J R,World War 1,,,,,,,,,9,1,,,,,,,,
,Casper,R K Casper,R K,World War 1,,,,,,,,,9,1,,,,,,,,
,Casson,R O Casson,R O,World War 1,,,,,,,,,9,1,,,,,,,,
,Casson,T G Casson,T G,World War 1,,,,,,,,,9,1,,,,,,,,
,Cavanagh,H W Cavanagh,H W,World War 1,,,,,,,,,9,1,,,,,,,,
,Chambers,L K Chambers,L K,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
Nurse,Chaplin,M L Chaplin,M L,World War 1,,,,,,,,Correct name is Chapman,9,1,,,,,,,,
Nurse,Chaplin,M S Chaplin,M S,World War 1,,,,,,,,Correct name is Chapman,9,1,,,,,,,,
,Chaplin,H N Chaplin,H N,World War 1,,,,,,,,,9,1,,,,,,,,
,Chapman,N F Chapman,N F,World War 1,,,,,,,,,9,1,,,,,,,,
,Charet,B F Charet,B F,World War 1,,,,,,,,,9,1,,,,,,,,
,Charles,W S Charles,W S,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Chick,E Chick,E,World War 1,,,,,,,,,9,1,,,,,,,,
,Chidzey,J Chidzey,J,World War 1,,,,,,,,,9,1,,,,,,,,
,Chipperfield,S J Chipperfield,S J,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Christie,W J Christie,W J,World War 1,,,,,,,,,9,1,,,,,,,,
,Chrystal,A R Chrystal,A R,World War 1,,,,,,,,,9,1,,,,,,,,
,Chrystal,L O Chrystal,L O,World War 1,,,,,,,,,9,1,,,,,,,,
,Cichero,D A Cichero,D A,World War 1,,,,,,,,,9,1,,,,,,,,
,Clare,G A Clare,G A,World War 1,,,,,,,,,9,1,,,,,,,,
,Clark,E D Clark,E D,World War 1,,,,,,,,,9,1,,,,,,,,
,Clark,H Clark,H,World War 1,,,,,,,,,9,1,,,,,,,,
,Clark,J W Clark,J W,World War 1,,,,,,,,,9,1,,,,,,,,
,Clark,W J Clark,W J,World War 1,,,,,,,,,9,1,,,,,,,,
,Clarke,A L Clarke,A L,World War 1,,,,,,,,,9,1,,,,,,,,
,Clarke,J J Clarke,J J,World War 1,,,,,,,,,9,1,,,,,,,,
,Clarke,N Clarke,N,World War 1,,,,,,,,,9,1,,,,,,,,
,Clarke,W M Clarke,W M,World War 1,,,,,,,,,9,1,,,,,,,,
,Cleland,S C Cleland,S C,World War 1,,,,,,,,,9,1,,,,,,,,
,Cleland,V A Cleland,V A,World War 1,,,,,,,,,9,1,,,,,,,,
,Cleverly,A R Cleverly,A R,World War 1,,,,,,,,,9,1,,,,,,,,
,Clifford,J Clifford,J,World War 1,,,,,,,,,9,1,,,,,,,,
,Clough,H L Clough,H L,World War 1,,,,,,,,,9,1,,,,,,,,
Nurse,Cockburn,C K Cockburn,C K,World War 1,,,,,,,,,9,1,,,,,,,,
,Cohen,D Cohen,D,World War 1,,,,,,,,,9,1,,,,,,,,
,Cole,L G Cole,L G,World War 1,,,,,,,,,9,1,,,,,,,,
,Coleman,R E Coleman,R E,World War 1,,,,,,,,,9,1,,,,,,,,
,Coley,C L J Coley,C L J,World War 1,,,,,,,,,9,1,,,,,,,,
,Coley,H F G Coley,H F G,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Collier,B H F Collier,B H F,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Collin,S A Collin,S A,World War 1,,,,,,,,,9,1,,,,,,,,
,Collins,J W Collins,J W,World War 1,,,,,,,,,9,1,,,,,,,,
,Cook,A C Cook,A C,World War 1,,,,,,,,,9,1,,,,,,,,
,Cook,B C Cook,B C,World War 1,,,,,,,,,9,1,,,,,,,,
,Cook,B R Cook,B R,World War 1,,,,,,,,,9,1,,,,,,,,
,Cook,E T Cook,E T,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Cook,F W Cook,F W,World War 1,,,,,,,,,9,1,,,,,,,,
,Cook,N H Cook,N H,World War 1,,,,,,,,,9,1,,,,,,,,
,Cooke,C H Cooke,C H,World War 1,,,,,,,,,9,1,,,,,,,,
,Cooke,F R Cooke,F R,World War 1,,,,,,,,,9,1,,,,,,,,
,Cooke,R G Cooke,R G,World War 1,,,,,,,,,9,1,,,,,,,,
,Cooney,F Cooney,F,World War 1,,,,,,,,,9,1,,,,,,,,
,Cooper,A L Cooper,A L,World War 1,,,,,,,,,9,1,,,,,,,,
,Cooper,B H Cooper,B H,World War 1,,,,,,,,,9,1,,,,,,,,
,Cooper,C J Cooper,C J,World War 1,,,,,,,,,9,1,,,,,,,,
,Cooper,C S Cooper,C S,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Cooper,K J Cooper,K J,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Cooper,N H Cooper,N H,World War 1,,,,,,,,,9,1,,,,,,,,
,Corbitt,E H Corbitt,E H,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Corker,A V Corker,A V,World War 1,,,,,,,,,9,1,,,,,,,,
,Cormack,O R Cormack,O R,World War 1,,,,,,,,,9,1,,,,,,,,
,Cornish,C S Cornish,C S,World War 1,,,,,,,,,9,1,,,,,,,,
,Cosgrove,H M Cosgrove,H M,World War 1,,,,,,,,,9,1,,,,,,,,
,Cottam,F Cottam,F,World War 1,,,,,,,,,9,1,,,,,,,,
,Cousins,E G Cousins,E G,World War 1,,,,,,,,,9,1,,,,,,,,
,Coutts,J W Coutts,J W,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Coward,F M Coward,F M,World War 1,,,,,,,,,9,1,,,,,,,,
,Crabbe,A R Crabbe,A R,World War 1,,,,,,,,,9,1,,,,,,,,
,Crane,A S Crane,A S,World War 1,,,,,,,,,9,1,,,,,,,,
,Crane,P R Crane,P R,World War 1,,,,,,,,,9,1,,,,,,,,
,Crane,W J Crane,W J,World War 1,,,,,,,,,9,1,,,,,,,,
,Crawcour,R Crawcour,R,World War 1,,,,,,,,,9,1,,,,,,,,
,Crew,E J Crew,E J,World War 1,,,,,,,,,9,1,,,,,,,,
,Crew,J E Crew,J E,World War 1,,,,,male,,,,9,1,,,,,,,,
,Crew,S J Crew,S J,World War 1,,,,,,,,,9,1,,,,,,,,
,Cross,B Cross,B,World War 1,,,,,,,,,9,1,,,,,,,,
,Cross,J Cross,J,World War 1,,,,,,,,,9,1,,,,,,,,
,Cross,J S Cross,J S,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Crossman,W J B Crossman,W J B,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Crowe,R J Crowe,R J,World War 1,,,,,,,,,9,1,,,,,,,,
,Cullen,E A Cullen,E A,World War 1,,,,,,,,,9,1,,,,,,,,
,Cullen,H C Cullen,H C,World War 1,,,,,,,,,9,1,,,,,,,,
,Cullen,W G Cullen,W G,World War 1,,,,,,,,,9,1,,,,,,,,
,Cullen,W H Cullen,W H,World War 1,,,,,,,,,9,1,,,,,,,,
,Cunningham,G Cunningham,G,World War 1,,,,,,,,,9,1,,,,,,,,
,Cunningham,J Cunningham,J,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Cunningham,T Cunningham,T,World War 1,,,,,,,,,9,1,,,,,,,,
,Curtis,R K Curtis,R K,World War 1,,,,,,,,,9,1,,,,,,,,
,Dalrymple,F S Dalrymple,F S,World War 1,,,,,,,,,9,1,,,,,,,,
,Dalziel,V C Dalziel,V C,World War 1,,,,,,,,,9,1,,,,,,,,
,Dargan,W R Dargan,W R,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Dargin,H J Dargin,H J,World War 1,,,,,,,,,9,1,,,,,,,,
,Dargin,R A Dargin,R A,World War 1,,,,,,,,,9,1,,,,,,,,
,Daunt,C F Daunt,C F,World War 1,,,,,,,,,9,1,,,,,,,,
,Davidson,C F J Davidson,C F J,World War 1,,,,,,,,,9,1,,,,,,,,
,Davidson,R Davidson,R,World War 1,,,,,,,,,9,1,,,,,,,,
,Davis,C V Davis,C V,World War 1,,,,,,,,,9,1,,,,,,,,
,Davis,F L Davis,F L,World War 1,,,,,,,,,9,1,,,,,,,,
,Davis,G R Davis,G R,World War 1,,,,,,,,,9,1,,,,,,,,
,Davis,R Davis,R,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Davis,S F Davis,S F,World War 1,,,,,,,,,9,1,,,,,,,,
,Davis,T G Davis,T G,World War 1,,,,,,,,,9,1,,,,,,,,
,Davis,T S R Davis,T S R,World War 1,,,,,,,,,9,1,,,,,,,,
,Davison,H Davison,H,World War 1,,,,,,,,,9,1,,,,,,,,
,Dawson,L E Dawson,L E,World War 1,,,,,,,,,9,1,,,,,,,,
,Decent,L S Decent,L S,World War 1,,,,,,,,,9,1,,,,,,,,
,Dedden,H Dedden,H,World War 1,,,,,,,,,9,1,,,,,,,,
,Dedden,N Dedden,N,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Degotardi,F D Degotardi,F D,World War 1,,,,,,,,,9,1,,,,,,,,
,Dendy,C Dendy,C,World War 1,,,,,,,,,9,1,,,,,,,,
,Denness,E Denness,E,World War 1,,,,,,,,,9,1,,,,,,,,
,Dent,A H Dent,A H,World War 1,,,,,,,,,9,1,,,,,,,,
,Dent,A W Dent,A W,World War 1,,,,,,,,,9,1,,,,,,,,
,Desbois,D R Desbois,D R,World War 1,,,,,,,,,9,1,,,,,,,,
,Desborough,G J Desborough,G J,World War 1,,,,,,,,,9,1,,,,,,,,
,Desborough .,St M W Desborough .,St M W,World War 1,,,,,,,,,9,1,,,,,,,,
,Dewar,G S C Dewar,G S C,World War 1,,,,,,,,,9,1,,,,,,,,
,Dewhurst,S Dewhurst,S,World War 1,,,,,,,,,9,1,,,,,,,,
,Dewhurst,V Dewhurst,V,World War 1,,,,,,,,,9,1,,,,,,,,
,Dibbs,E R Dibbs,E R,World War 1,,,,,,,,,9,1,,,,,,,,
,Dibbs,V L Dibbs,V L,World War 1,,,,,,,,,9,1,,,,,,,,
Nurse,Dickinson,R Dickinson,R,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Dickson,F J Dickson,F J,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Dind,S S Dind,S S,World War 1,,,,,,,,,9,1,,,,,,,,
,Dingle,F C Dingle,F C,World War 1,,,,,,,,,9,1,,,,,,,,
,Dingle,S E Dingle,S E,World War 1,,,,,,,,,9,1,,,,,,,,
,Dinning,L L Dinning,L L,World War 1,,,,,,,,,9,1,,,,,,,,
,Doak,A F W Doak,A F W,World War 1,,,,,,,,,9,1,,,,,,,,
,Doak,F W Doak,F W,World War 1,,,,,,,,,9,1,,,,,,,,
,Doak,J S B Doak,J S B,World War 1,,,,,,,,,9,1,,,,,,,,
,Dobie,J Dobie,J,World War 1,,,,,,,,,9,1,,,,,,,,
,Dobinson,A W R Dobinson,A W R,World War 1,,,,,,,,,9,1,,,,,,,,
,Dodds,F Dodds,F,World War 1,,,,,,,,,9,1,,,,,,,,
,Doherty,F J Doherty,F J,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Donaldson,J K Donaldson,J K,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Doorey,M Doorey,M,World War 1,,,,,,,,,9,1,,,,,,,,
,Doran,A Doran,A,World War 1,,,,,,,,,9,1,,,,,,,,
,Doran,B Doran,B,World War 1,,,,,,,,,9,1,,,,,,,,
,Doran,J H Doran,J H,World War 1,,,,,,,,,9,1,,,,,,,,
,Dornbush,E C Dornbush,E C,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
