Rank,Last Name,display,Initials,Conflict,Status,Service,Unit,Campaign,Gender,Decorations,Serv.No,Notes,Memorial,Memorial id,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8
,Ewart,A T Ewart,A.T.,,,,,,,,,Pupil,7,5,,,,,,,,
,Ewart,C B Ewart,C.B.,,,,,,,,,Pupil,7,5,,,,,,,,
,Ewart,J W G Ewart,J.W.G.,,,,,,,,,Pupil,7,5,,,,,,,,
,Fayle,D H Fayle,D.H.,,,,,,,,,Pupil,7,5,,,,,,,,
,Ferris,C Ferris,C.,,,,,,,,,Pupil,7,5,,,,,,,,
,Finch,C H Finch,C.H.,,,,,,,,,Pupil,7,5,,,,,,,,
,Finch,R E Finch,R.E.,,,,,,,,,Pupil,7,5,,,,,,,,
,Firman,G W Firman,G.W.,,,,,,,,,Pupil,7,5,,,,,,,,
,Ford,A R Ford,A.R.,,,,,,,,,Pupil,7,5,,,,,,,,
,Ford,K H Ford,K.H.,,,,,,,,,Pupil,7,5,,,,,,,,
,Fotheringham,L Fotheringham,L.,,,,,,,,,Pupil,7,5,,,,,,,,
,Freeman,H B Freeman,H.B.,,,,,,,,,Pupil,7,5,,,,,,,,
,French,A L French,A.L.,,,,,,,,,Pupil,7,5,,,,,,,,
,French,A T French,A.T.,,,,,,,,,Pupil,7,5,,,,,,,,
,French,H P French,H.P.,,,,,,,,,Pupil,7,5,,,,,,,,
,Fuller,R Fuller,R.,,,,,,,,,Pupil,7,5,,,,,,,,
,Gard,J C S Gard,J.C.S.,,,,,,,,,Pupil,7,5,,,,,,,,
,Gard,K R Gard,K.R.,,,,,,,,,Pupil,7,5,,,,,,,,
,Gelder,E Gelder,E.,,,,,,,,,Pupil,7,5,,,,,,,,
,Giddey,J C A Giddey,J.C.A.,,,,,,,,,Pupil,7,5,,,,,,,,
,Giddey,W J Giddey,W.J.,,,,,,,,,Pupil,7,5,,,,,,,,
,Gildea,W G Gildea,W.G.,,,,,,,,,Pupil,7,5,,,,,,,,
,Gilchrist,A A Gilchrist,A.A.,,,,,,,,,Pupil,7,5,,,,,,,,
,Gillies,K Gillies,K.,,,,,,,,,Pupil,7,5,,,,,,,,
,Gillmore,H A Gillmore,H.A.,,,,,,,,,Pupil,7,5,,,,,,,,
,Gillmore,S H Gillmore,S.H.,,,,,,,,,Pupil,7,5,,,,,,,,
,Graham,F A Graham,F.A.,,,,,,,,,Pupil,7,5,,,,,,,,
,Greene,A R Greene,A.R.,,,,,,,,,Pupil,7,5,,,,,,,,
,Greig,W V Greig,W.V.,,,,,,,,,Pupil,7,5,,,,,,,,
,Griffiths,F G Griffiths,F.G.,,,,,,,,,Pupil,7,5,,,,,,,,
,Hale,L C D Hale,L.C.D.,,,,,,,,,Pupil,7,5,,,,,,,,
,Hale,N Hale,N.,,,,,,,,,Pupil,7,5,,,,,,,,
,Hall,C L Hall,C.L.,,,,,,,,,Pupil,7,5,,,,,,,,
,Hamilton,G Hamilton,G.,,,,,,,,,Pupil,7,5,,,,,,,,
,Hamilton,J K Hamilton,J.K.,,,,,,,,,Pupil,7,5,,,,,,,,
,Hanslow,B Hanslow,B.,,,,,,,,,Pupil,7,5,,,,,,,,
,Harrison,W J Harrison,W.J.,,,,,,,,,Pupil,7,5,,,,,,,,
,Hayes,F N Hayes,F.N.,,,,,,,,,Pupil,7,5,,,,,,,,
,Haymet,F I Haymet,F.I.,,,,,,,,,Pupil,7,5,,,,,,,,
,Haymet,R Haymet,R.,,,,,,,,,Pupil,7,5,,,,,,,,
,Henderson,D Henderson,D.,,,,,,,,,Pupil,7,5,,,,,,,,
,Henderson,R Henderson,R.,,,,,,,,,Pupil,7,5,,,,,,,,
,Hill,A Hill,A.,,,,,,,,,Pupil,7,5,,,,,,,,
,Hillman,E M Hillman,E.M.,,,,,,,,,Pupil,7,5,,,,,,,,
,Hills,E B Hills,E.B.,,,,,,,,,Pupil,7,5,,,,,,,,
,Hollingworth,R Hollingworth,R.,,,,,,,,,Pupil,7,5,,,,,,,,
,Horseman,G Horseman,G.,,,,,,,,,Pupil,7,5,,,,,,,,
,Horsnell,F Horsnell,F.,,,,,,,,,Pupil,7,5,,,,,,,,
,Hoy,E S Hoy,E.S.,,,,,,,,,Pupil,7,5,,,,,,,,
,Hughes,R Hughes,R.,,,,,,,,,Pupil,7,5,,,,,,,,
,Humphries,S Humphries,S.,,,,,,,,,Pupil,7,5,,,,,,,,
,Ingham,A Ingham,A.,,,,,,,,,Pupil,7,5,,,,,,,,
,Ingham,R Ingham,R.,,,,,,,,,Pupil,7,5,,,,,,,,
,Ireland,N Ireland,N.,,,,,,,,,Pupil,7,5,,,,,,,,
,Jarvis,C Jarvis,C.,,,,,,,,,Pupil,7,5,,,,,,,,
,Jarvis,N H Jarvis,N.H.,,,,,,,,,Pupil,7,5,,,,,,,,
,Joel,J Joel,J.,,,,,,,,,Pupil,7,5,,,,,,,,
,Johnson,A Johnson,A.,,,,,,,,,Pupil,7,5,,,,,,,,
,Johnson,J Johnson,J.,,,,,,,,,Pupil,7,5,,,,,,,,
,Johnson,K O E Johnson,K.O.E.,,,,,,,,,Pupil,7,5,,,,,,,,
,Johnson,S Johnson,S.,,,,,,,,,Pupil,7,5,,,,,,,,
,Johnston,C D Johnston,C.D.,,,,,,,,,Pupil,7,5,,,,,,,,
,Johnston,E S Johnston,E.S.,,,,,,,,,Pupil,7,5,,,,,,,,
,Jones,C H Jones,C.H.,,,,,,,,,Pupil,7,5,,,,,,,,
,Jones,H W Jones,H.W.,,,,,,,,,Pupil,7,5,,,,,,,,
,Kaines,A P Kaines,A.P.,,,,,,,,,Pupil,7,5,,,,,,,,
,Kaiser,A C Kaiser,A.C.,,,,,,,,,Pupil,7,5,,,,,,,,
,Keating,R Keating,R.,,,,,,,,,Pupil,7,5,,,,,,,,
,Kendall,A W J Kendall,A.W.J.,,,,,,,,,Pupil,7,5,,,,,,,,
,Kendall,E G Kendall,E.G.,,,,,,,,,Pupil,7,5,,,,,,,,
,Kennedy,A Kennedy,A.,,,,,,,,,Pupil,7,5,,,,,,,,
,Kennedy,M Kennedy,M.,,,,,,,,,Pupil,7,5,,,,,,,,
,Kennedy,P Kennedy,P.,,,,,,,,,Pupil,7,5,,,,,,,,
,Kerr,W H Kerr,W.H.,,,,,,,,,Pupil,7,5,,,,,,,,
,Killman,C K Killman,C.K.,,,,,,,,,Pupil,7,5,,,,,,,,
,Kitchen,J Kitchen,J.,,,,,,,,,Pupil,7,5,,,,,,,,
,Lacey,G E S Lacey,G.E.S.,,,,,,,,,Pupil,7,5,,,,,,,,
,Laird,G Laird,G.,,,,,,,,,Pupil,7,5,,,,,,,,
,Lane,H W Lane,H.W.,,,,,,,,,Pupil,7,5,,,,,,,,
,Langford,N H Langford,N.H.,,,,,,,,,Pupil,7,5,,,,,,,,
,Leaver,T Leaver,T.,,,,,,,,,Pupil,7,5,,,,,,,,
,Le Quesne,C H Le Quesne,C.H.,,Died on service,,,,,,,Pupil,7,5,,,,,,,,
,Lutge,C Lutge,C.,,,,,,,,,Pupil,7,5,,,,,,,,
,Lutge,K Lutge,K.,,,,,,,,,Pupil,7,5,,,,,,,,
,Macalpine,G W Macalpine,G.W.,,Died on service,,,,,,,Pupil,7,5,,,,,,,,
,Macalpine,R A Macalpine,R.A.,,,,,,,MC,,Pupil,7,5,,,,,,,,
,Mack,R Mack,R.,,,,,,,,,Pupil,7,5,,,,,,,,
,Makeig,J Makeig,J.,,,,,,,,,Pupil,7,5,,,,,,,,
,Male,W Male,W.,,,,,,,,,Pupil,7,5,,,,,,,,
,Marchant,N B Marchant,N.B.,,,,,,,,,Pupil,7,5,,,,,,,,
,Martin,J W Martin,J.W.,,,,,,,,,Pupil,7,5,,,,,,,,
,Mashford,H Mashford,H.,,,,,,,,,Pupil,7,5,,,,,,,,
,Mason,H E Mason,H.E.,,,,,,,,,Pupil,7,5,,,,,,,,
,Mathers,T Mathers,T.,,,,,,,,,Pupil,7,5,,,,,,,,
,Mathers,W M Mathers,W.M.,,,,,,,,,Pupil,7,5,,,,,,,,
,Matheson,F H Matheson,F.H.,,,,,,,,,Pupil,7,5,,,,,,,,
,McDonald,D Mcdonald,D.,,,,,,,,,Pupil,7,5,,,,,,,,
,McDougal,W A Mcdougal,W.A.,,,,,,,,,Pupil,7,5,,,,,,,,
,McKegg,J Mckegg,J.,,,,,,,,,Pupil,7,5,,,,,,,,
,McLachlan,C D Mclachlan,C.D.,,,,,,,,,Pupil,7,5,,,,,,,,
,McLachlan,D B Mclachlan,D.B.,,,,,,,,,Pupil,7,5,,,,,,,,
,McLeod,D S Mcleod,D.S.,,,,,,,,,Pupil,7,5,,,,,,,,
,McLeod,W Mcleod,W.,,,,,,,,,Pupil,7,5,,,,,,,,
,McVicar,H G Mcvicar,H.G.,,,,,,,,,Pupil,7,5,,,,,,,,
,Merret,C E Merret,C.E.,,,,,,,,,Pupil,7,5,,,,,,,,
,Middlecoat,R T Middlecoat,R.T.,,,,,,,,,Pupil,7,5,,,,,,,,
,Mitchelhill,D S Mitchelhill,D.S.,,,,,,,,,Pupil,7,5,,,,,,,,
,Morris,B P Morris,B.P.,,,,,,,,,Pupil,7,5,,,,,,,,
,Morris,K A Morris,K.A.,,,,,,,MC,,Pupil,7,5,,,,,,,,
,Morris,K L Morris,K.L.,,,,,,,DCM,,Pupil,7,5,,,,,,,,
,Morrow,L R Morrow,L.R.,,,,,,,,,Pupil,7,5,,,,,,,,
,Morrow,L S Morrow,L.S.,,,,,,,,,Pupil,7,5,,,,,,,,
,Moss,E Moss,E.,,,,,,,,,Pupil,7,5,,,,,,,,
,Murray,E Murray,E.,,,,,,,,,Pupil,7,5,,,,,,,,
,Nasmyth,C S Nasmyth,C.S.,,,,,,,,,Pupil,7,5,,,,,,,,
,Nasmyth,R Nasmyth,R.,,,,,,,,,Pupil,7,5,,,,,,,,
,Neil,C L Neil,C.L.,,,,,,,,,Pupil,7,5,,,,,,,,
,Newling,A W B Newling,A.W.B.,,,,,,,,,Pupil,7,5,,,,,,,,
,Newling,C E Newling,C.E.,,,,,,,,,Pupil,7,5,,,,,,,,
,Newman,H A Newman,H.A.,,,,,,,,,Pupil,7,5,,,,,,,,
,Noakes,E J Noakes,E.J.,,,,,,,,,Pupil,7,5,,,,,,,,
,Noble,E L Noble,E.L.,,,,,,,,,Pupil,7,5,,,,,,,,
,Nugent,B L Nugent,B.L.,,,,,,,,,Pupil,7,5,,,,,,,,
,Oatley,A Oatley,A.,,,,,,,,,Pupil,7,5,,,,,,,,
,Oatley,G Oatley,G.,,,,,,,,,Pupil,7,5,,,,,,,,
,Oliver,J Oliver,J.,,,,,,,,,Pupil,7,5,,,,,,,,
,O'Shea,A H O'Shea,A.H.,,,,,,,,,Pupil,7,5,,,,,,,,
,Pain,R Pain,R.,,,,,,,,,Pupil,7,5,,,,,,,,
,Parle,F Parle,F.,,,,,,,MM,,Pupil,7,5,,,,,,,,
,Parke,H Parke,H.,,,,,,,MC,,Pupil,7,5,,,,,,,,
,Parke,S Parke,S.,,,,,,,,,Pupil,7,5,,,,,,,,
,Pascoe,R K Pascoe,R.K.,,Died on service,,,,,,,Pupil,7,5,,,,,,,,
,Pegler,R M Pegler,R.M.,,,,,,,,,Pupil,7,5,,,,,,,,
,Penketh,M Penketh,M.,,,,,,,,,Pupil,7,5,,,,,,,,
,Perier,N S Perier,N.S.,,Died on service,,,,,,,Pupil,7,5,,,,,,,,
,Phillips,A I Phillips,A.I.,,,,,,,,,Pupil,7,5,,,,,,,,
,Phillips,E Phillips,E.,,,,,,,,,Pupil,7,5,,,,,,,,
,Phillips,G B Phillips,G.B.,,,,,,,,,Pupil,7,5,,,,,,,,
,Price,L Price,L.,,,,,,,,,Pupil,7,5,,,,,,,,
,Priest,J Priest,J.,,,,,,,,,Pupil,7,5,,,,,,,,
,Pursell,A S Pursell,A.S.,,,,,,,,,Pupil,7,5,,,,,,,,
,Pursell,F G Pursell,F.G.,,,,,,,,,Pupil,7,5,,,,,,,,
,Purse,J Purse,J.,,,,,,,,,Pupil,7,5,,,,,,,,
,Raby,C A Raby,C.A.,,,,,,,,,Pupil,7,5,,,,,,,,
,Ralfe,E S Ralfe,E.S.,,,,,,,,,Pupil,7,5,,,,,,,,
,Reeve,C F Reeve,C.F.,,,,,,,,,Pupil,7,5,,,,,,,,
,Reeve,H M Reeve,H.M.,,,,,,,,,Pupil,7,5,,,,,,,,
,Reyburn,G J Reyburn,G.J.,,,,,,,,,Pupil,7,5,,,,,,,,
,Reynolds,H A T Reynolds,H.A.T.,,,,,,,,,Pupil,7,5,,,,,,,,
,Rial,C H Rial,C.H.,,,,,,,,,Pupil,7,5,,,,,,,,
,Rial,D F Rial,D.F.,,,,,,,,,Pupil,7,5,,,,,,,,
,Rich,C R L Rich,C.R.L.,,,,,,,,,Pupil,7,5,,,,,,,,
,Richards,H A Richards,H.A.,,,,,,,,,Pupil,7,5,,,,,,,,
,Roberts,G Roberts,G.,,,,,,,,,Pupil,7,5,,,,,,,,
,Robertson,F D Robertson,F.D.,,,,,,,,,Pupil,7,5,,,,,,,,
,Rolls,F G Rolls,F.G.,,,,,,,,,Pupil,7,5,,,,,,,,
,Rutter,A B Rutter,A.B.,,,,,,,,,Pupil,7,5,,,,,,,,
,Sawyer,C W Sawyer,C.W.,,,,,,,,,Pupil,7,5,,,,,,,,
,Sawyer,T S Sawyer,T.S.,,,,,,,,,Pupil,7,5,,,,,,,,
,Sellim,A E Sellim,A.E.,,,,,,,,,Pupil,7,5,,,,,,,,
,Shaw,R A Shaw,R.A.,,,,,,,,,Pupil,7,5,,,,,,,,
,Sheard,W Sheard,W.,,,,,,,,,Pupil,7,5,,,,,,,,
,Shearer,J Shearer,J.,,,,,,,,,Pupil,7,5,,,,,,,,
,Smith,R E Smith,R.E.,,,,,,,,,Pupil,7,5,,,,,,,,
,Smith,S A Smith,S.A.,,,,,,,,,Pupil,7,5,,,,,,,,
,Smith,S Smith,S.,,,,,,,,,Pupil,7,5,,,,,,,,
,Snell,F J Snell,F.J.,,,,,,,,,Pupil,7,5,,,,,,,,
,Snow,W J Snow,W.J.,,,,,,,,,Pupil,7,5,,,,,,,,
,Spence,L J E Spence,L.J.E.,,,,,,,,,Pupil,7,5,,,,,,,,
,Springall,R H Springall,R.H.,,,,,,,,,Pupil,7,5,,,,,,,,
,Squire,J Squire,J.,,,,,,,,,Pupil,7,5,,,,,,,,
,Steanes,G Steanes,G.,,,,,,,,,Pupil,7,5,,,,,,,,
,Steanes,O W Steanes,O.W.,,,,,,,,,Pupil,7,5,,,,,,,,
,Steel,A A Steel,A.A.,,,,,,,,,Pupil,7,5,,,,,,,,
,Stenson,H C Stenson,H.C.,,,,,,,,,Pupil,7,5,,,,,,,,
,Steuart,B Steuart,B.,,,,,,,,,Pupil,7,5,,,,,,,,
,Steuart,R Steuart,R.,,,,,,,,,Pupil,7,5,,,,,,,,
,Stevenson,N Stevenson,N.,,,,,,,,,Pupil,7,5,,,,,,,,
,Stevenson,R Stevenson,R.,,,,,,,,,Pupil,7,5,,,,,,,,
,Stillman,C K Stillman,C.K.,,,,,,,,,Pupil,7,5,,,,,,,,
,Stillman,H S Stillman,H.S.,,,,,,,,,Pupil,7,5,,,,,,,,
,Stillman,J B Stillman,J.B.,,,,,,,,,Pupil,7,5,,,,,,,,
,Stillman,K B Stillman,K.B.,,,,,,,,,Pupil,7,5,,,,,,,,
,Strachan,C Strachan,C.,,,,,,,,,Pupil,7,5,,,,,,,,
,Swailes,W H S Swailes,W.H.S.,,,,,,,,,Pupil,7,5,,,,,,,,
,Swane,A C Swane,A.C.,,,,,,,,,Pupil,7,5,,,,,,,,
,Swane,B H Swane,B.H.,,,,,,,,,Pupil,7,5,,,,,,,,
,Tanzer,H A Tanzer,H.A.,,,,,,,,,Pupil,7,5,,,,,,,,
,Tanzer,L H Tanzer,L.H.,,,,,,,,,Pupil,7,5,,,,,,,,
,Thornton,G S Thornton,G.S.,,,,,,,,,Pupil,7,5,,,,,,,,
,Thornton,N F Thornton,N.F.,,,,,,,,,Pupil,7,5,,,,,,,,
,Tilburn,C Tilburn,C.,,,,,,,,,Pupil,7,5,,,,,,,,
,Tindale,A Tindale,A.,,,,,,,,,Pupil,7,5,,,,,,,,
,Tindale,F Tindale,F.,,,,,,,,,Pupil,7,5,,,,,,,,
,TIndale,H E Tindale,H.E.,,,,,,,,,Pupil,7,5,,,,,,,,
,Titchen,H Titchen,H.,,,,,,,MM,,Pupil,7,5,,,,,,,,
,Townsend,F Townsend,F.,,,,,,,,,Pupil,7,5,,,,,,,,
,Townsend,N Townsend,N.,,,,,,,,,Pupil,7,5,,,,,,,,
,Travers,C Travers,C.,,,,,,,,,Pupil,7,5,,,,,,,,
,Treloar,A H Treloar,A.H.,,,,,,,,,Pupil,7,5,,,,,,,,
,Treloar,W J Treloar,W.J.,,,,,,,,,Pupil,7,5,,,,,,,,
,Trimble,P Trimble,P.,,,,,,,,,Pupil,7,5,,,,,,,,
,Trimble,T H Trimble,T.H.,,,,,,,,,Pupil,7,5,,,,,,,,
,Tristram,A Tristram,A.,,,,,,,,,Pupil,7,5,,,,,,,,
,Tristram,C Tristram,C.,,,,,,,,,Pupil,7,5,,,,,,,,
,Tristram,J Tristram,J.,,,,,,,,,Pupil,7,5,,,,,,,,
,Trousdale,T B Trousdale,T.B.,,,,,,,,,Pupil,7,5,,,,,,,,
,Turner,E Turner,E.,,,,,,,,,Pupil,7,5,,,,,,,,
,Turner,W T Turner,W.T.,,,,,,,,,Pupil,7,5,,,,,,,,
,Tulley,R Tulley,R.,,,,,,,,,Pupil,7,5,,,,,,,,
,Ure,C R Ure,C.R.,,,,,,,,,Pupil,7,5,,,,,,,,
,Walker,L H Walker,L.H.,,,,,,,,,Pupil,7,5,,,,,,,,
,Walters,R P Walters,R.P.,,,,,,,,,Pupil,7,5,,,,,,,,
,Ward,H W Ward,H.W.,,,,,,,,,Pupil,7,5,,,,,,,,
,Watkins,F Watkins,F.,,,,,,,,,Pupil,7,5,,,,,,,,
,Webb,H Webb,H.,,,,,,,,,Pupil,7,5,,,,,,,,
,Webb,T Webb,T.,,,,,,,,,Pupil,7,5,,,,,,,,
,Weingott,A Weingott,A.,,,,,,,,,Pupil,7,5,,,,,,,,
,Welch,R Welch,R.,,,,,,,,,Pupil,7,5,,,,,,,,
,Welch,H M Welch,H.M.,,,,,,,,,Pupil,7,5,,,,,,,,
,Wells,R H S Wells,R.H.S.,,,,,,,,,Pupil,7,5,,,,,,,,
,Wenden,N Wenden,N.,,,,,,,,,Pupil,7,5,,,,,,,,
,Whetton,R Whetton,R.,,,,,,,,,Pupil,7,5,,,,,,,,
,White,B White,B.,,,,,,,,,Pupil,7,5,,,,,,,,
,White,C H O White,C.H.O.,,,,,,,,,Pupil,7,5,,,,,,,,
,White,M White,M.,,,,,,,,,Pupil,7,5,,,,,,,,
,White,R White,R.,,,,,,,,,Pupil,7,5,,,,,,,,
,Wilkinson,E Wilkinson,E.,,,,,,,,,Pupil,7,5,,,,,,,,
,Wilkinson,H A Wilkinson,H.A.,,,,,,,,,Pupil,7,5,,,,,,,,
,Wiltshire,R Wiltshire,R.,,,,,,,,,Pupil,7,5,,,,,,,,
,Witcombe,E Witcombe,E.,,,,,,,,,Pupil,7,5,,,,,,,,
,Witcombe,R Witcombe,R.,,,,,,,,,Pupil,7,5,,,,,,,,
,Witcombe,Stan Witcombe,Stan,,,,,,,,,Pupil,7,5,,,,,,,,
,Witcombe,S Witcombe,S.,,,,,,,,,Pupil,7,5,,,,,,,,
,Wolff,O J F Wolff,O.J.F.,,,,,,,,,Pupil,7,5,,,,,,,,
,Wolff,R H H Wolff,R.H.H.,,,,,,,,,Pupil,7,5,,,,,,,,
,Woodford,P Woodford,P.,,,,,,,,,Pupil,7,5,,,,,,,,
,Woolridge,A Woolridge,A.,,,,,,,,,Pupil,7,5,,,,,,,,
,Woolridge,W Woolridge,W.,,,,,,,,,Pupil,7,5,,,,,,,,
,Wootten,G Wootten,G.,,,,,,,,,Pupil,7,5,,,,,,,,
,Workman,G Workman,G.,,,,,,,,,Pupil,7,5,,,,,,,,
,Workman,L Workman,L.,,,,,,,,,Pupil,7,5,,,,,,,,
,Worth,O A Worth,O.A.,,,,,,,,,Pupil,7,5,,,,,,,,
,Wright,W A Wright,W.A.,,,,,,,,,Pupil,7,5,,,,,,,,
,Day,M Day,M.,,,,,,,,,Pupil,7,5,,,,,,,,
,Mackillop,F C Mackillop,F.C.,,,,,,,,,Pupil,7,5,,,,,,,,
,Cornish,F R Cornish,F.R.,,,,,,,,,Pupil,7,5,,,,,,,,
,Thomson,H W Thomson,H.W.,,,,,,,,,Pupil,7,5,,,,,,,,
,Alcock,H F Alcock,H.F.,,,,,,,,,,15,11,,,,,,,,
,Alford,G B Alford,G.B.,,Died on service,,,,,,,,15,11,,,,,,,,
,Allen,C F Allen,C.F.,,Died on service,,,,,,,,15,11,,,,,,,,
,Alrich,F H Alrich,F.H.,,,,,,,,,,15,11,,,,,,,,
,Averill,C E G Averill,C.E.G.,,,,,,,,,,15,11,,,,,,,,
,Ball,W Ball,W.,,,,,,,,,,15,11,,,,,,,,
,Banbury,J R Banbury,J.R.,,,,,,,,,,15,11,,,,,,,,
,Best,R Best,R.,,,,,,,,,,15,11,,,,,,,,
,Blackstone,F Blackstone,F.,,,,,,,,,,15,11,,,,,,,,
,Bowers,W H Bowers,W.H.,,,,,,,,,,15,11,,,,,,,,
,Brodie,R L Brodie,R.L.,,,,,,,,,,15,11,,,,,,,,
,Bryant,K H Bryant,K.H.,,Died on service,,,,,,,,15,11,,,,,,,,
,Bullough,K J Bullough,K.J.,,,,,,,,,,15,11,,,,,,,,
,Burkitt,H W Burkitt,H.W.,,,,,,,,,,15,11,,,,,,,,
,Cameron,H Cameron,H.,,,,,,,,,,15,11,,,,,,,,
,Cameron,A R Cameron,A.R.,,,,,,,,,,15,11,,,,,,,,
,Cannon,R G Cannon,R.G.,,Died on service,,,,,,,,15,11,,,,,,,,
,Cannon,W J Cannon,W.J.,,,,,,,,,,15,11,,,,,,,,
,Chaplin,H N Chaplin,H.N.,,,,,,,,,,15,11,,,,,,,,
,Charles,W S Charles,W.S.,,Died on service,,,,,,,,15,11,,,,,,,,
,Chick,E Chick,E.,,,,,,,,,,15,11,,,,,,,,
,Clough,H L Clough,H.L.,,,,,,,,,,15,11,,,,,,,,
,Coleman,E R Coleman,E.R.,,,,,,,,,,15,11,,,,,,,,
,Cook,E Cook,E.,,Died on service,,,,,,,,15,11,,,,,,,,
,Cook,A C Cook,A.C.,,,,,,,,,,15,11,,,,,,,,
,Cook,B C Cook,B.C.,,,,,,,,,,15,11,,,,,,,,
,Corbitt,E H Corbitt,E.H.,,Died on service,,,,,,,,15,11,,,,,,,,
,Crisford,W R E Crisford,W.R.E.,,Died on service,,,,,,,,15,11,,,,,,,,
,Cross,J Z S Cross,J.Z.S.,,Died on service,,,,,,,,15,11,,,,,,,,
,Curtis,R K Curtis,R.K.,,,,,,,,,,15,11,,,,,,,,
,Dargan,R R Dargan,R.R.,,,,,,,,,,15,11,,,,,,,,
,Dargan,W R Dargan,W.R.,,Died on service,,,,,,,,15,11,,,,,,,,
,Davis,C V Davis,C.V.,,,,,,,,,,15,11,,,,,,,,
,Davis,S F Davis,S.F.,,,,,,,,,,15,11,,,,,,,,
,Davis,T G Davis,T.G.,,,,,,,,,,15,11,,,,,,,,
,Davis,T S R Davis,T.S.R.,,,,,,,,,,15,11,,,,,,,,
,Dedden,H Dedden,H.,,,,,,,,,,15,11,,,,,,,,
,Dedden,N Dedden,N.,,Died on service,,,,,,,,15,11,,,,,,,,
,Dendy,C V Dendy,C.V.,,,,,,,,,,15,11,,,,,,,,
,Dent,A H Dent,A.H.,,,,,,,,,,15,11,,,,,,,,
,Dent,C W Dent,C.W.,,,,,,,,,,15,11,,,,,,,,
,Dent,A W Dent,A.W.,,,,,,,,,,15,11,,,,,,,,
,Dickson,F Dickson,F.,,Died on service,,,,,,,,15,11,,,,,,,,
,Doak,A F W Doak,A.F.W.,,,,,,,,,,15,11,,,,,,,,
,Doak,J S B Doak,J.S.B.,,,,,,,,,,15,11,,,,,,,,
,Dowling,G Dowling,G.,,,,,,,,,,15,11,,,,,,,,
,Etherington,R Etherington,R.,,,,,,,,,,15,11,,,,,,,,
,Etherington,W Etherington,W.,,,,,,,,,,15,11,,,,,,,,
,Flew,C Flew,C.,,,,,,,,,,15,11,,,,,,,,
,Flew,E Flew,E.,,Died on service,,,,,,,,15,11,,,,,,,,
,Ford,R P Ford,R.P.,,,,,,,,,,15,11,,,,,,,,
,Ford,C W Ford,C.W.,,,,,,,,,,15,11,,,,,,,,
,Gelding,E Gelding,E.,,,,,,,,,,15,11,,,,,,,,
,Gelme,R Gelme,R.,,Died on service,,,,,,,,15,11,,,,,,,,
,Gerrett,H B Gerrett,H.B.,,,,,,,,,,15,11,,,,,,,,
,Goodman,T V Goodman,T.V.,,,,,,,,,,15,11,,,,,,,,
,Goulding,S D Goulding,S.D.,,,,,,,,,,15,11,,,,,,,,
,Graham,A Graham,A.,,,,,,,,,,15,11,,,,,,,,
,Green,J Green,J.,,Died on service,,,,,,,,15,11,,,,,,,,
,Hanrahan,W Hanrahan,W.,,,,,,,,,,15,11,,,,,,,,
,Harding,H J Harding,H.J.,,Died on service,,,,,,,,15,11,,,,,,,,
,Harding,C B Harding,C.B.,,,,,,,,,,15,11,,,,,,,,
,Hart,F H Hart,F.H.,,,,,,,,,,15,11,,,,,,,,
,Hayne,S Hayne,S.,,,,,,,,,,15,11,,,,,,,,
,Hempton,L J Hempton,L.J.,,,,,,,,,,15,11,,,,,,,,
,Herbert,D P Herbert,D.P.,,,,,,,,,,15,11,,,,,,,,
,Herbert,J E Herbert,J.E.,,,,,,,,,,15,11,,,,,,,,
,Hill,C G Hill,C.G.,,,,,,,,,,15,11,,,,,,,,
,Hill,R G W Hill,R.G.W.,,,,,,,,,,15,11,,,,,,,,
,Hill,A Hill,A.,,,,,,,,,,15,11,,,,,,,,
,Holroyd,L P Holroyd,L.P.,,Died on service,,,,,,,,15,11,,,,,,,,
,Husband,R Husband,R.,,,,,,,,,,15,11,,,,,,,,
,Huntington,G T P Huntington,G.T.P.,,,,,,,,,,15,11,,,,,,,,
,Hutchinson,E L Hutchinson,E.L.,,,,,,,,,,15,11,,,,,,,,
,Hutchinson,L C Hutchinson,L.C.,,,,,,,,,,15,11,,,,,,,,
,Hutchinson,E O Hutchinson,E.O.,,Died on service,,,,,,,,15,11,,,,,,,,
,Hutchinson,C W Hutchinson,C.W.,,,,,,,,,,15,11,,,,,,,,
,Johnson,J W Johnson,J.W.,,,,,,,,,,15,11,,,,,,,,
,Kaye,A Kaye,A.,,,,,,,,,,15,11,,,,,,,,
,Keeling,H F V Keeling,H.F.V.,,,,,,,,,,15,11,,,,,,,,
,Kent,H R Kent,H.R.,,,,,,,,,,15,11,,,,,,,,
,Kernot,W E B P Kernot,W.E.B.P.,,Died on service,,,,,,,,15,11,,,,,,,,
,King,C V K King,C.V.K.,,,,,,,,,,15,11,,,,,,,,
,King,A R King,A.R.,,,,,,,,,,15,11,,,,,,,,
,Lane,E R Lane,E.R.,,,,,,,,,,15,11,,,,,,,,
,Last,L Last,L.,,Died on service,,,,,,,,15,11,,,,,,,,
,Leech,L V Leech,L.V.,,,,,,,,,,15,11,,,,,,,,
,Loder,K Loder,K.,,,,,,,,,,15,11,,,,,,,,
,McGill,A A M Mcgill,A.A.M.,,Died on service,,,,,,,,15,11,,,,,,,,
,Macpherson,A W R Macpherson,A.W.R.,,,,,,,,,,15,11,,,,,,,,
,Macpherson,J D Macpherson,J.D.,,,,,,,,,,15,11,,,,,,,,
